The following lines contain 2177 text messages, one per line. Each text message can be classified as spam or ham (i.e., not spam).

You will be asked to answer questions about the aggregate label statistics across all 2177 examples in this dataset. Do not try to guess, estimate, or approximate the result. Calculate the exact answer given these datapoints.

Date: Apr 01, 2025 || User: 23965 || Instance: Compliments to you. Was away from the system. How your side. 
Date: Apr 28, 2025 || User: 87718 || Instance: Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel... 
Date: Aug 13, 2022 || User: 70643 || Instance: I'd say that's a good sign but, well, you know my track record at reading women 
Date: Sep 28, 2023 || User: 29608 || Instance: Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help' 
Date: Nov 11, 2022 || User: 10375 || Instance: My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her. 
Date: Feb 11, 2025 || User: 70643 || Instance: I thank you so much for all you do with selflessness. I love you plenty. 
Date: Dec 26, 2023 || User: 55993 || Instance: URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm 
Date: Nov 02, 2023 || User: 92389 || Instance: Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso... 
Date: Jun 23, 2022 || User: 51073 || Instance: New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION. 
Date: May 28, 2022 || User: 36730 || Instance: URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU 
Date: Dec 03, 2022 || User: 74528 || Instance: PRIVATE! Your 2003 Account Statement for 078 
Date: Apr 28, 2024 || User: 99752 || Instance: So ü'll be submitting da project tmr rite? 
Date: Jun 13, 2024 || User: 75595 || Instance: Ok no prob. Take ur time. 
Date: Sep 15, 2024 || User: 41639 || Instance: Your free ringtone is waiting to be collected. Simply text the password "MIX" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16 
Date: Dec 15, 2024 || User: 96416 || Instance: I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you 
Date: Jan 22, 2023 || User: 28743 || Instance: Lol great now im getting hungry. 
Date: Oct 17, 2024 || User: 13289 || Instance: Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468 
Date: Mar 30, 2025 || User: 31306 || Instance: U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription 
Date: Feb 19, 2022 || User: 36952 || Instance: Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p 
Date: Jul 29, 2023 || User: 75316 || Instance: Send to someone else :-) 
Date: Jun 21, 2025 || User: 84831 || Instance: Not getting anywhere with this damn job hunting over here! 
Date: Dec 24, 2023 || User: 23398 || Instance: Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know. 
Date: Jun 07, 2025 || User: 87021 || Instance: Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk 
Date: May 06, 2023 || User: 61311 || Instance: Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days 
Date: Apr 06, 2022 || User: 10375 || Instance: MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY 
Date: Sep 09, 2023 || User: 81449 || Instance: Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one... 
Date: Jul 08, 2022 || User: 75930 || Instance: Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u... 
Date: Sep 19, 2022 || User: 46297 || Instance: You have 1 new voicemail. Please call 08719181513. 
Date: Sep 22, 2022 || User: 23605 || Instance: Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2 
Date: Jan 04, 2024 || User: 90170 || Instance: When're you guys getting back? G said you were thinking about not staying for mcr 
Date: Jun 11, 2024 || User: 81170 || Instance: URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only 
Date: Mar 29, 2025 || User: 25492 || Instance: I AM AT THE GAS STATION. GO THERE. 
Date: Dec 23, 2024 || User: 66292 || Instance: Nothing, i got msg frm tht unknown no.. 
Date: May 12, 2022 || User: 24302 || Instance: XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867  
Date: Sep 22, 2024 || User: 32841 || Instance: U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08 
Date: Aug 24, 2023 || User: 82971 || Instance: Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate) 
Date: Mar 29, 2022 || User: 88249 || Instance: Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck! 
Date: Dec 20, 2024 || User: 40538 || Instance: Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15 
Date: Aug 03, 2023 || User: 82971 || Instance: Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
Date: Feb 26, 2023 || User: 98087 || Instance: A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die 
Date: Jul 29, 2022 || User: 47041 || Instance: IM GONNA MISS U SO MUCH 
Date: Dec 14, 2024 || User: 36083 || Instance: Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p  
Date: Feb 19, 2022 || User: 88522 || Instance: URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM 
Date: Jul 05, 2024 || User: 81627 || Instance: Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply 
Date: Apr 02, 2022 || User: 12393 || Instance: K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure 
Date: Feb 03, 2025 || User: 60893 || Instance: You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one. 
Date: May 10, 2023 || User: 74608 || Instance: I dont understand your message. 
Date: Apr 14, 2022 || User: 71102 || Instance: Win a £1000 cash prize or a prize worth £5000 
Date: Mar 15, 2025 || User: 62223 || Instance: Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful! 
Date: Mar 13, 2025 || User: 60893 || Instance: Get ready to put on your excellent sub face :) 
Date: Oct 13, 2023 || User: 88249 || Instance: Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife.... 
Date: Nov 14, 2022 || User: 51846 || Instance: Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone 
Date: Aug 05, 2022 || User: 27015 || Instance: Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting 
Date: Aug 03, 2024 || User: 76137 || Instance: Perhaps * is much easy give your account identification, so i will tomorrow at UNI 
Date: Jul 02, 2022 || User: 22976 || Instance: We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs 
Date: Jan 07, 2025 || User: 33202 || Instance: URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm 
Date: Sep 15, 2024 || User: 74280 || Instance: Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe 
Date: Jun 04, 2022 || User: 44284 || Instance: It's that time of the week again, ryan 
Date: Dec 15, 2023 || User: 46571 || Instance: Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you ! 
Date: Nov 04, 2022 || User: 91010 || Instance: Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL 
Date: May 01, 2025 || User: 79821 || Instance: Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR 
Date: May 20, 2023 || User: 94484 || Instance: Speaking of does he have any cash yet? 
Date: Nov 02, 2024 || User: 66292 || Instance: ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18 
Date: Jul 31, 2023 || User: 49529 || Instance: Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo 
Date: May 10, 2024 || User: 74842 || Instance: I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2! 
Date: Sep 09, 2022 || User: 35892 || Instance: staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323 
Date: Jan 28, 2024 || User: 83291 || Instance: URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU 
Date: Feb 15, 2025 || User: 33621 || Instance: Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply 
Date: Dec 05, 2022 || User: 67611 || Instance: Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062 
Date: Feb 06, 2025 || User: 34851 || Instance: Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life. 
Date: Jun 17, 2023 || User: 26918 || Instance: u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020 
Date: Aug 04, 2024 || User: 77721 || Instance: Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030 
Date: Jan 23, 2023 || User: 73270 || Instance: Lol wtf random. Btw is that your lunch break 
Date: Dec 22, 2023 || User: 74528 || Instance: Latest News! Police station toilet stolen, cops have nothing to go on! 
Date: Jun 07, 2023 || User: 96507 || Instance: Okay... We wait ah 
Date: Oct 31, 2022 || User: 73737 || Instance: Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash 
Date: Feb 25, 2024 || User: 97608 || Instance: Haha, that was the first person I was gonna ask 
Date: May 06, 2025 || User: 11655 || Instance: Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+ 
Date: Nov 15, 2024 || User: 68959 || Instance: ... Are you in the pub? 
Date: Jul 07, 2022 || User: 82887 || Instance: U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594 
Date: May 05, 2025 || User: 36359 || Instance: SMS. ac sun0819 posts HELLO:"You seem cool, wanted to say hi. HI!!!" Stop? Send STOP to 62468 
Date: Jun 09, 2024 || User: 38024 || Instance: Yup ok... 
Date: Jun 14, 2025 || User: 28549 || Instance: K I'll call you when I'm close 
Date: Mar 21, 2023 || User: 72029 || Instance: Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers! 
Date: Nov 29, 2022 || User: 91010 || Instance: I've got ten bucks, jay is being noncomittal 
Date: Apr 15, 2025 || User: 96507 || Instance: Okie... 
Date: Dec 30, 2024 || User: 81774 || Instance: Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X 
Date: Nov 14, 2024 || User: 94484 || Instance: Come to medical college at 7pm ......forward it da 
Date: Nov 14, 2024 || User: 81170 || Instance: WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins 
Date: Feb 19, 2022 || User: 81774 || Instance: Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705 
Date: Feb 03, 2023 || User: 27244 || Instance: No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info 
Date: Dec 29, 2022 || User: 27277 || Instance: The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8 
Date: Dec 01, 2022 || User: 60709 || Instance: Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007 
Date: Jan 14, 2023 || User: 22695 || Instance: I dont have that much image in class. 
Date: Feb 16, 2024 || User: 59507 || Instance: You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think??? 
Date: Nov 25, 2022 || User: 53795 || Instance: Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT 
Date: Mar 28, 2023 || User: 91065 || Instance: Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx 
Date: Aug 10, 2024 || User: 57665 || Instance: Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor.. 
Date: May 16, 2024 || User: 18359 || Instance: I'm reading the text i just sent you. Its meant to be a joke. So read it in that light 
Date: Jun 27, 2024 || User: 52168 || Instance: How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam.. 
